comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
29020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,10,2,1,"Jordan to Prabhudessai, 1 run",False,False,False,1083851,Suyash Prabhudessai,16,8,288992,Chris Jordan,0.2,0,5,0,1159711,Shahbaz Ahmed,15,9,234675.0,Ravindra Jadeja,2.0,0.0,19.0,1.0,,,,,,,False,gentle bunt to point for a quick single,,
29030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,10,3,1,"Jordan to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,16,10,288992,Chris Jordan,0.3,0,6,0,1083851,Suyash Prabhudessai,16,8,234675.0,Ravindra Jadeja,2.0,0.0,19.0,1.0,,,,,,,False,"slower and fuller on off, eased wide of point for a quick single",,
29040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,10,4,4,"Jordan to Prabhudessai, FOUR",True,False,False,1083851,Suyash Prabhudessai,20,9,288992,Chris Jordan,0.4,0,10,0,1159711,Shahbaz Ahmed,16,10,234675.0,Ravindra Jadeja,2.0,0.0,19.0,1.0,,,,,,,False,"<strong>cheeky and very effective!</strong> AB would've be proud of that. Goes down on one knee, keeps his eyes on the ball all along as he scoops it over Dhoni for four.","<p>Sabarish: ""Why has CSK picked Jordan ahead of Pretorius?"" -- A question many people are asking.</p>","<p>Nikhil Vasudev: ""Lucky u shashank u didn't have to type the csk innings other wise it will be more typing and typing."" -- You bet</p>"
29050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,10,5,1,"Jordan to Prabhudessai, 1 run",False,False,False,1083851,Suyash Prabhudessai,21,10,288992,Chris Jordan,0.5,0,11,0,1159711,Shahbaz Ahmed,16,10,234675.0,Ravindra Jadeja,2.0,0.0,19.0,1.0,,,,,,,False,"slips this length ball into middle and leg, turned to deep square",,
29060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,10,6,2,"Jordan to Shahbaz Ahmed, 2 runs",False,False,False,1159711,Shahbaz Ahmed,18,11,288992,Chris Jordan,1.0,0,13,0,1083851,Suyash Prabhudessai,21,10,234675.0,Ravindra Jadeja,2.0,0.0,19.0,1.0,,,,,,,False,"width on offer, flayed into the gap at deep point",,
210010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,1,1,"Jadeja to Prabhudessai, 1 run",False,False,False,1083851,Suyash Prabhudessai,22,11,234675,Ravindra Jadeja,2.1,0,20,1,1159711,Shahbaz Ahmed,18,11,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,whips this to deep midwicket,,
210020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,2,2,"Jadeja to Shahbaz Ahmed, 2 runs",False,False,False,1159711,Shahbaz Ahmed,20,12,234675,Ravindra Jadeja,2.2,0,22,1,1083851,Suyash Prabhudessai,22,11,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,"fired full on leg stump, tucked to square leg, excellent running to hare back for the second",,
210030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,3,1,"Jadeja to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,21,13,234675,Ravindra Jadeja,2.3,0,23,1,1083851,Suyash Prabhudessai,22,11,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,"flatter one on the stumps, tucked to Rayudu at square leg",,
210040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,4,4,"Jadeja to Prabhudessai, FOUR",True,False,False,1083851,Suyash Prabhudessai,26,12,234675,Ravindra Jadeja,2.4,0,27,1,1159711,Shahbaz Ahmed,21,13,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,<strong>reverse swept over short third!</strong> May have given his intentions of the reverse but kept his eyes on the ball all through as he exected it superbly,,
210050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,5,6,"Jadeja to Prabhudessai, SIX",True,False,False,1083851,Suyash Prabhudessai,32,13,234675,Ravindra Jadeja,2.5,0,33,1,1159711,Shahbaz Ahmed,21,13,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,"<strong>bye bye ball!</strong> Walloped over deep square leg. Down on one knee, across and outside the line as he uses the angle coming in to give it a tonk with the slog sweep. What a hit",,
210060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,11,6,0,"Jadeja to Prabhudessai, no run",False,False,False,1083851,Suyash Prabhudessai,32,14,234675,Ravindra Jadeja,3.0,0,33,1,1159711,Shahbaz Ahmed,21,13,288992.0,Chris Jordan,1.0,0.0,13.0,0.0,,,,,,,False,"pushed through quicker on off, slapped straight to cover",,
211020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,1,0,"Bravo to Shahbaz Ahmed, no run",False,False,False,1159711,Shahbaz Ahmed,21,14,51439,Dwayne Bravo,0.1,0,1,0,1083851,Suyash Prabhudessai,32,14,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,beaten as he has a big swipe at that,,
211010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,1,1,"Bravo to Shahbaz Ahmed, 1 wide",False,True,False,1159711,Shahbaz Ahmed,21,13,51439,Dwayne Bravo,0.0,0,1,0,1083851,Suyash Prabhudessai,32,14,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,starts off with a slower ball that he bowls way outside the tram line,<p>DJ Bravo</p>,
211040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,2,4,"Bravo to Shahbaz Ahmed, FOUR",True,False,False,1159711,Shahbaz Ahmed,25,15,51439,Dwayne Bravo,0.2,0,6,0,1083851,Suyash Prabhudessai,32,14,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,low full toss and he has absolutely drilled this into the gap between wide long-off and deep extra cover.,,
211030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,2,1,"Bravo to Shahbaz Ahmed, 1 wide",False,True,False,1159711,Shahbaz Ahmed,21,14,51439,Dwayne Bravo,0.1,0,2,0,1083851,Suyash Prabhudessai,32,14,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,"slips this too far wide outide off, Shahbaz who took a step across to meet the ball let it pass",,
211050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,3,1,"Bravo to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,26,16,51439,Dwayne Bravo,0.3,0,7,0,1083851,Suyash Prabhudessai,32,14,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,dabs it to short third for a quick single,,
211060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,4,1,"Bravo to Prabhudessai, 1 run",False,False,False,1083851,Suyash Prabhudessai,33,15,51439,Dwayne Bravo,0.4,0,8,0,1159711,Shahbaz Ahmed,26,16,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,oh my word! <strong>Mukesh Choudhary has absolutely put down a dolly. </strong>This was right down his basket at deep midwicket. Suyash looked to pull but was cramped for room. He was also hitting towards the bigger boundary. Was in no control of the stroke. What a mess,,
211070,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,5,1,"Bravo to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,27,17,51439,Dwayne Bravo,0.5,0,9,0,1083851,Suyash Prabhudessai,33,15,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,chopped wide of point,,
211080,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,12,6,1,"Bravo to Prabhudessai, 1 run",False,False,False,1083851,Suyash Prabhudessai,34,16,51439,Dwayne Bravo,1.0,0,10,0,1159711,Shahbaz Ahmed,27,17,234675.0,Ravindra Jadeja,3.0,0.0,33.0,1.0,,,,,,,False,drilled to long-on,,
212010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,1,0,"Theekshana to Prabhudessai, no run",False,False,False,1083851,Suyash Prabhudessai,34,17,1138316,Maheesh Theekshana,2.1,0,18,2,1159711,Shahbaz Ahmed,27,17,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,,,,,,,False,"breaks away from a length outside off, defended back",,
212020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,2,0,"Theekshana to Prabhudessai, OUT",False,False,False,1083851,Suyash Prabhudessai,34,18,1138316,Maheesh Theekshana,2.2,0,18,3,1159711,Shahbaz Ahmed,27,17,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,1083851.0,Suyash Prabhudessai,Maheesh Theekshana,34.0,18.0,SS Prabhudessai  b Theekshana 34 (29m 18b 5x4 1x6) SR: 188.88,False,"got him! Suyash steps out to hoick him over midwicket but ends up being defeated by the drift and sharp turn away. He swung through a tad early as well, so even if the ball didn't hit the stumps, he would've been stumped. <strong>Good knock, terrific intent and we've seen glimpses of something special</strong>","<p>Sanyam Kamat: ""Very excited to see a fellow local boy from Goa, Suyash Prabhudessai performing in this IPL match. Its a rarity for Goans to play in IPL, only few of the likes of Swapnil Asnodkar and Shadab Jakati have played in IPL before.""</p>",
212030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,3,4,"Theekshana to Karthik, FOUR",True,False,False,30045,Dinesh Karthik,4,1,1138316,Maheesh Theekshana,2.3,0,22,3,1159711,Shahbaz Ahmed,27,17,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,,,,,,,False,swept into the gap at fine leg. Down on one knee as he swept him with the angle. DK is up and running immediately.,,
212040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,4,1,"Theekshana to Karthik, 1 run",False,False,False,30045,Dinesh Karthik,5,2,1138316,Maheesh Theekshana,2.4,0,23,3,1159711,Shahbaz Ahmed,27,17,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,,,,,,,False,worked into the gap at midwicket,,
212050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,5,0,"Theekshana to Shahbaz Ahmed, no run",False,False,False,1159711,Shahbaz Ahmed,27,18,1138316,Maheesh Theekshana,2.5,0,23,3,30045,Dinesh Karthik,5,2,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,,,,,,,False,"mix-up but safe. Shahbaz pushed it to cover, wanted a run only to be sent back",,
212060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,13,6,1,"Theekshana to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,28,19,1138316,Maheesh Theekshana,3.0,0,24,3,30045,Dinesh Karthik,5,2,51439.0,Dwayne Bravo,1.0,0.0,10.0,0.0,,,,,,,False,swept to deep square leg,,
213020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,1,4,"Bravo to Shahbaz Ahmed, FOUR",True,False,False,1159711,Shahbaz Ahmed,32,20,51439,Dwayne Bravo,1.1,0,15,0,30045,Dinesh Karthik,5,2,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,<strong>just out of Theekshana's grasp at short third</strong>. Shahbaz went after that but ended up slicing it behind square ont he off side. Valiant effort,,
213010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,1,1,"Bravo to Shahbaz Ahmed, 1 wide",False,True,False,1159711,Shahbaz Ahmed,28,19,51439,Dwayne Bravo,1.0,0,11,0,30045,Dinesh Karthik,5,2,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,"slower ball but way outside the line, wide called",,
213030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,2,2,"Bravo to Shahbaz Ahmed, 2 runs",False,False,False,1159711,Shahbaz Ahmed,34,21,51439,Dwayne Bravo,1.2,0,17,0,30045,Dinesh Karthik,5,2,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,drilled into the gap at sweeper point,,
213040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,3,1,"Bravo to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,35,22,51439,Dwayne Bravo,1.3,0,18,0,30045,Dinesh Karthik,5,2,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,"slower length ball outside off, punched to deep cover",,
213060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,4,2,"Bravo to Shahbaz Ahmed, 2 runs",False,False,False,1159711,Shahbaz Ahmed,37,23,51439,Dwayne Bravo,1.4,0,22,0,30045,Dinesh Karthik,6,3,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,"dipping yorker, driven down to wide long-off as they scamper a second",,
213050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,4,2,"Bravo to Karthik, (no ball) 1 run",False,False,True,30045,Dinesh Karthik,6,3,51439,Dwayne Bravo,1.3,0,20,0,1159711,Shahbaz Ahmed,35,22,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,"slants a slower length ball across, Karthik bunts it gently to point. <b> Now, now. <s> He has overstepped. </s> </b> Freehit coming up. <b> The no ball is for having more than two fielders behind square on the leg side. </b>",,
213070,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,5,2,"Bravo to Shahbaz Ahmed, 2 runs",False,False,False,1159711,Shahbaz Ahmed,39,24,51439,Dwayne Bravo,1.5,0,24,0,30045,Dinesh Karthik,6,3,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,"punched into the gap at deep cover, two more",,
213080,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,14,6,1,"Bravo to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,40,25,51439,Dwayne Bravo,2.0,0,25,0,30045,Dinesh Karthik,6,3,1138316.0,Maheesh Theekshana,3.0,0.0,24.0,3.0,,,,,,,False,punched to long-off,,
214010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,1,1,"Theekshana to Shahbaz Ahmed, 1 run",False,False,False,1159711,Shahbaz Ahmed,41,26,1138316,Maheesh Theekshana,3.1,0,25,3,30045,Dinesh Karthik,6,3,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,,,,,,,False,"length on middle, tucked to square leg",<p>Theekshana into his final over</p>,
214020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,2,1,"Theekshana to Karthik, 1 run",False,False,False,30045,Dinesh Karthik,7,4,1138316,Maheesh Theekshana,3.2,0,26,3,1159711,Shahbaz Ahmed,41,26,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,,,,,,,False,"he hasn't timed this and <s> Mukesh takes a catch at point. </s> Oh my word. he has put that down. Everyone around him can't believe it. Karthikl looked to go over long-off but got nowhere to the pitch and ended up slicing it high in the air. Mukesh took a couple of steps back from point, kept his eyes on the swirler but was never steady underneath it. Tough, tough evening for the young man.","<p>Madhusudan H J: ""Win or Lose, impressed by RCBs intent here. RCB always folded under 120 when trying a high chase.""</p>",
214030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,3,0,"Theekshana to Shahbaz Ahmed, OUT",False,False,False,1159711,Shahbaz Ahmed,41,27,1138316,Maheesh Theekshana,3.3,0,26,4,30045,Dinesh Karthik,7,4,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,1159711.0,Shahbaz Ahmed,Maheesh Theekshana,41.0,27.0,Shahbaz Ahmed  b Theekshana 41 (47m 27b 4x4 0x6) SR: 151.85,False,got him this time! Don't need anyone's assistance to pick wickets if you can bowl magicballs like that. It's the carromball that fizzes back in off a length to hurrty Shahbaz into a defensive stroke. Sneaked through the gap to smash into the stumps,,
214040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,4,1,"Theekshana to de Silva, 1 run",False,False,False,784379,Wanindu Hasaranga de Silva,1,1,1138316,Maheesh Theekshana,3.4,0,27,4,30045,Dinesh Karthik,7,4,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,,,,,,,False,pushed wide of point to get off the mark,,
214050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,5,6,"Theekshana to Karthik, SIX",True,False,False,30045,Dinesh Karthik,13,5,1138316,Maheesh Theekshana,3.5,0,33,4,784379,Wanindu Hasaranga de Silva,1,1,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,,,,,,,False,clears deep backward sqaure leg! Some level of premeditation as Karthik walks across a long way and wallops him with the spin,,
214060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,15,6,0,"Theekshana to Karthik, no run",False,False,False,30045,Dinesh Karthik,13,6,1138316,Maheesh Theekshana,4.0,0,33,4,784379,Wanindu Hasaranga de Silva,1,1,51439.0,Dwayne Bravo,2.0,0.0,25.0,0.0,,,,,,,False,looks to work it to the leg side but can only hit it back to the bowler,"<p>AmoghVk: ""Great to see Dhoni put an arm around Mukesh after that wicket""</p>",
215010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,1,6,"Jadeja to de Silva, SIX",True,False,False,784379,Wanindu Hasaranga de Silva,7,2,234675,Ravindra Jadeja,3.1,0,39,1,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,,,,,,,False,he has cleared the ropes! This was a flat-batted heave across the line. I don't think Wanindu believed he had timed it as well as he did.,,
215020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,2,0,"Jadeja to de Silva, OUT",False,False,False,784379,Wanindu Hasaranga de Silva,7,3,234675,Ravindra Jadeja,3.2,0,39,2,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,784379.0,Wanindu Hasaranga de Silva,Ravindra Jadeja,7.0,3.0,PWH de Silva c Jordan b Jadeja 7 (5m 3b 0x4 1x6) SR: 233.33,False,"this time, he picks out long-on. Backed away to swing, but no timing this time.",,
215030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,3,0,"Jadeja to Akash Deep, no run",False,False,False,1176959,Akash Deep,0,1,234675,Ravindra Jadeja,3.3,0,39,2,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,,,,,,,False,"square turn, edges to short third, sent back by DK",,
215040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,4,0,"Jadeja to Akash Deep, OUT",False,False,False,1176959,Akash Deep,0,2,234675,Ravindra Jadeja,3.4,0,39,3,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,1176959.0,Akash Deep,Ravindra Jadeja,0.0,2.0,Akash Deep c Rayudu b Jadeja 0 (2m 2b 0x4 0x6) SR: 0.00,False,"<strong>What a catch! Rayudu, you beauty</strong>. One-handed stunner from nowehre. Akash jabs at the ball, gets it high on the bat as it lobs in the air. Rayudu mvoed to his right and threw himself at the ball as it stuck",,
215050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,5,0,"Jadeja to Mohammed Siraj, no run",False,False,False,940973,Mohammed Siraj,0,1,234675,Ravindra Jadeja,3.5,0,39,3,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,,,,,,,False,"drifts this into middle, defended",,
215060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,16,6,0,"Jadeja to Mohammed Siraj, no run",False,False,False,940973,Mohammed Siraj,0,2,234675,Ravindra Jadeja,4.0,0,39,3,30045,Dinesh Karthik,13,6,1138316.0,Maheesh Theekshana,4.0,0.0,33.0,4.0,,,,,,,False,somehow manages to squirt this off an inside edge to the leg side,,
216010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,1,6,"Mukesh Choudhary to Karthik, SIX",True,False,False,30045,Dinesh Karthik,19,7,1125688,Mukesh Choudhary,2.1,0,23,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"<B> strike one! </B> The night continues to get tougher for Mukesh Choudhary. Lands a short ball, sat up nciely as DK walked across and belted this pull to clear deep backward square leg",,
216020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,2,6,"Mukesh Choudhary to Karthik, SIX",True,False,False,30045,Dinesh Karthik,25,8,1125688,Mukesh Choudhary,2.2,0,29,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,<b> strike two! </b> Another flick and another six! Sails over deep square leg. Goes length on the pads. You just can't bowl there to DK.,,
216030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,3,4,"Mukesh Choudhary to Karthik, FOUR",True,False,False,30045,Dinesh Karthik,29,9,1125688,Mukesh Choudhary,2.3,0,33,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"<strong>scooped for four!</strong> Full and angling away, DK gets across the stumps in no time and uses the bowler's pace magnificently. Is the chase on?",,
216050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,4,2,"Mukesh Choudhary to Karthik, 2 runs",False,False,False,30045,Dinesh Karthik,31,10,1125688,Mukesh Choudhary,2.4,0,36,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"up in the air but clears the infield, two more to deep cover. DK toe-ended this lofted hit",,
216040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,4,1,"Mukesh Choudhary to Karthik, 1 wide",False,True,False,30045,Dinesh Karthik,29,9,1125688,Mukesh Choudhary,2.3,0,34,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"length ball outside off, sprays it way outside off. Wide. The young man looks frazzled",<p>Choudhary from around the wicket</p>,
216060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,5,2,"Mukesh Choudhary to Karthik, 2 runs",False,False,False,30045,Dinesh Karthik,33,11,1125688,Mukesh Choudhary,2.5,0,38,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"full toss outside off, lofted over the infield to deep extra cover, gtwo more.",,
216080,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,6,1,"Mukesh Choudhary to Karthik, 1 run",False,False,False,30045,Dinesh Karthik,34,12,1125688,Mukesh Choudhary,3.0,0,40,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"lofted over the infield, plonks near deep cover and they take just the one to keep DK on strike. <strong>Sensible from RCB, sensible from DK.</strong>",,
216070,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,17,6,1,"Mukesh Choudhary to Karthik, 1 wide",False,True,False,30045,Dinesh Karthik,33,11,1125688,Mukesh Choudhary,2.5,0,39,1,940973,Mohammed Siraj,0,2,234675.0,Ravindra Jadeja,4.0,0.0,39.0,3.0,,,,,,,False,"wide, wide, wide! Goes wide yorker, but ends up going way outsidw the wide line.","<p>Shivangi PR makes a bold declaration ""If CSK loses this match from this point.. I will resign from my job.""</p>",
217030,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,1,0,"Bravo to Karthik, no run",False,False,False,30045,Dinesh Karthik,34,13,51439,Dwayne Bravo,2.1,0,27,0,940973,Mohammed Siraj,0,2,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,"drilled to long-on, refuses the single",,
217020,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,1,1,"Bravo to Karthik, 1 wide",False,True,False,30045,Dinesh Karthik,34,12,51439,Dwayne Bravo,2.0,0,27,0,940973,Mohammed Siraj,0,2,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,"another slower ball, another wide down leg. DK had a swing at this but couldn't connect. He won't mind though. Two runs already even before a legitimate ball has been bowled",,
217010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,1,1,"Bravo to Karthik, 1 wide",False,True,False,30045,Dinesh Karthik,34,12,51439,Dwayne Bravo,2.0,0,26,0,940973,Mohammed Siraj,0,2,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,"slips this yorker-length delivery down leg, DK misses a tickle and declares it wide even before the umpire could. Has to rebowl that. <B> Replays suggest it brushesd the pad. </b>",<p>Bravo to bowl the 18th. His two overs have cost 25</p>,"<p>Manu: ""It's a crime if the Indian selectors don't consider DK for the WC.""</p>"
217040,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,2,0,"Bravo to Karthik, OUT",False,False,False,30045,Dinesh Karthik,34,14,51439,Dwayne Bravo,2.2,0,27,1,940973,Mohammed Siraj,0,2,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,30045.0,Dinesh Karthik,Dwayne Bravo,34.0,14.0,KD Karthik c Jadeja b Bravo 34 (38m 14b 2x4 3x6) SR: 242.85,False,"that's the end of that, surely. DK has an absolute mow at this length ball. connected it really well. but he was hitting towards the bigger boundary. And unfortunately also found Ravindra Jadeja at deep midwicket. He was no more than two or three inches from the ropes. He belts out a roar, as does DJ Bravo. What a knock. Under pressure, must say that is a terrific grab from Jadeja. Both feet were off the ground for a split second as the ball lodghed in his fingers. He controlled it superbly.",,
217050,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,3,1,"Bravo to Hazlewood, 1 run",False,False,False,288284,Josh Hazlewood,1,1,51439,Dwayne Bravo,2.3,0,28,1,940973,Mohammed Siraj,0,2,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,flays this full toss to deep point,,
217060,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,4,0,"Bravo to Mohammed Siraj, no run",False,False,False,940973,Mohammed Siraj,0,3,51439,Dwayne Bravo,2.4,0,28,1,288284,Josh Hazlewood,1,1,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,squeezed to short third.,,
217070,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,5,1,"Bravo to Mohammed Siraj, 1 run",False,False,False,940973,Mohammed Siraj,1,4,51439,Dwayne Bravo,2.5,0,29,1,288284,Josh Hazlewood,1,1,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,squeezed to the ege of the ring at cover,,
217080,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,18,6,1,"Bravo to Hazlewood, 1 run",False,False,False,288284,Josh Hazlewood,2,2,51439,Dwayne Bravo,3.0,0,30,1,940973,Mohammed Siraj,1,4,1125688.0,Mukesh Choudhary,3.0,0.0,40.0,1.0,,,,,,,False,lofted down to long-off,,
218010,2022.0,1304068,CSK v RCB,CSK,RCB,RCB,2,19,1,1,"Jordan to Hazlewood, 1 run",False,False,False,288284,Josh Hazlewood,3,3,288992,Chris Jordan,1.1,0,14,0,940973,Mohammed Siraj,1,4,51439.0,Dwayne Bravo,3.0,0.0,30.0,1.0,,,,,,,False,leading edge but rolls wide of point,,
